uid,dataset,source_file,source_row_id,lang,split_original,expression,expression_norm,sentence,target_span_text,context_type,w1,w2,modifier,head,has_head_mod,paraphrase_raw,paraphrases_json,canonical_paraphrase,paraphrase_count,has_paraphrase,label_raw,label_binary,label_contribution,compositionality_score,compositionality_bin,stratify_key,row_group_id,notes,split
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:23,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,23,PT,,braço direito,braço direito,Este é um braço direito .,braço direito,unknown,Este é um direito .,Este é um braço .,Este é um direito .,Este é um braço .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:braço direito,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:24,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,24,PT,,buraco negro,buraco negro,Este é um buraco negro .,buraco negro,unknown,Este é um negro .,Este é um buraco .,Este é um negro .,Este é um buraco .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:buraco negro,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:26,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,26,PT,,caixa-forte,caixa forte,Esta é uma caixa-forte .,caixa-forte,unknown,Esta é uma forte .,Esta é uma caixa .,Esta é uma forte .,Esta é uma caixa .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:caixa forte,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:28,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,28,PT,,caixeiro viajante,caixeiro viajante,Este é um caixeiro viajante .,caixeiro viajante,unknown,Este é um viajante .,Este é um caixeiro .,Este é um viajante .,Este é um caixeiro .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:caixeiro viajante,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:29,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,29,PT,,câmara fria,câmara fria,Esta é uma câmara fria .,câmara fria,unknown,Esta é uma fria .,Esta é uma câmara .,Esta é uma fria .,Esta é uma câmara .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:câmara fria,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:30,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,30,PT,,carne branca,carne branca,Esta é uma carne branca .,carne branca,unknown,Esta é uma branca .,Esta é uma carne .,Esta é uma branca .,Esta é uma carne .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:carne branca,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:31,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,31,PT,,carne vermelha,carne vermelha,Esta é uma carne vermelha .,carne vermelha,unknown,Esta é uma vermelha .,Esta é uma carne .,Esta é uma vermelha .,Esta é uma carne .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:carne vermelha,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:32,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,32,PT,,carro-forte,carro forte,Este é um carro-forte .,carro-forte,unknown,Este é um forte .,Este é um carro .,Este é um forte .,Este é um carro .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:carro forte,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:34,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,34,PT,,centro comercial,centro comercial,Este é um centro comercial .,centro comercial,unknown,Este é um comercial .,Este é um centro .,Este é um comercial .,Este é um centro .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:centro comercial,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:36,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,36,PT,,cerca viva,cerca viva,Esta é uma cerca viva .,cerca viva,unknown,Esta é uma viva .,Esta é uma cerca .,Esta é uma viva .,Esta é uma cerca .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:cerca viva,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:37,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,37,PT,,céu aberto,céu aberto,Este é um céu aberto .,céu aberto,unknown,Este é um aberto .,Este é um céu .,Este é um aberto .,Este é um céu .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:céu aberto,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:38,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,38,PT,,cheiro-verde,cheiro verde,Este é um cheiro-verde .,cheiro-verde,unknown,Este é um verde .,Este é um cheiro .,Este é um verde .,Este é um cheiro .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:cheiro verde,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:39,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,39,PT,,circuito integrado,circuito integrado,Este é um circuito integrado .,circuito integrado,unknown,Este é um integrado .,Este é um circuito .,Este é um integrado .,Este é um circuito .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:circuito integrado,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:40,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,40,PT,,círculo vicioso,círculo vicioso,Este é um círculo vicioso .,círculo vicioso,unknown,Este é um vicioso .,Este é um círculo .,Este é um vicioso .,Este é um círculo .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:círculo vicioso,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:41,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,41,PT,,círculo virtuoso,círculo virtuoso,Este é um círculo virtuoso .,círculo virtuoso,unknown,Este é um virtuoso .,Este é um círculo .,Este é um virtuoso .,Este é um círculo .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:círculo virtuoso,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:42,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,42,PT,,classe executiva,classe executiva,Esta é uma classe executiva .,classe executiva,unknown,Esta é uma executiva .,Esta é uma classe .,Esta é uma executiva .,Esta é uma classe .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:classe executiva,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:43,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,43,PT,,colégio militar,colégio militar,Este é um colégio militar .,colégio militar,unknown,Este é um militar .,Este é um colégio .,Este é um militar .,Este é um colégio .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:colégio militar,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:48,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,48,PT,,coração partido,coração partido,Este é um coração partido .,coração partido,unknown,Este é um partido .,Este é um coração .,Este é um partido .,Este é um coração .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:coração partido,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:49,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,49,PT,,corda bamba,corda bamba,Esta é uma corda bamba .,corda bamba,unknown,Esta é uma bamba .,Esta é uma corda .,Esta é uma bamba .,Esta é uma corda .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:corda bamba,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:51,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,51,PT,,curto-circuito,curto circuito,Este é um curto-circuito .,curto-circuito,unknown,Este é um curto .,Este é um circuito .,Este é um curto .,Este é um circuito .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:curto circuito,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:52,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,52,PT,,deputado federal,deputado federal,Este é um deputado federal .,deputado federal,unknown,Este é um federal .,Este é um deputado .,Este é um federal .,Este é um deputado .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:deputado federal,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:53,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,53,PT,,desfile militar,desfile militar,Este é um desfile militar .,desfile militar,unknown,Este é um militar .,Este é um desfile .,Este é um militar .,Este é um desfile .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:desfile militar,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:54,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,54,PT,,direitos humanos,direitos humanos,Estes são direitos humanos .,direitos humanos,unknown,Estes são humanos .,Estes são direitos .,Estes são humanos .,Estes são direitos .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:direitos humanos,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:56,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,56,PT,,disco voador,disco voador,Este é um disco voador .,disco voador,unknown,Este é um voador .,Este é um disco .,Este é um voador .,Este é um disco .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:disco voador,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:57,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,57,PT,,efeito especial,efeito especial,Este é um efeito especial .,efeito especial,unknown,Este é um especial .,Este é um efeito .,Este é um especial .,Este é um efeito .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:efeito especial,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:58,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,58,PT,,elefante branco,elefante branco,Este é um elefante branco .,elefante branco,unknown,Este é um branco .,Este é um elefante .,Este é um branco .,Este é um elefante .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:elefante branco,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:59,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,59,PT,,escada rolante,escada rolante,Esta é uma escada rolante .,escada rolante,unknown,Esta é uma rolante .,Esta é uma escada .,Esta é uma rolante .,Esta é uma escada .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:escada rolante,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:61,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,61,PT,,exame clínico,exame clínico,Este é um exame clínico .,exame clínico,unknown,Este é um clínico .,Este é um exame .,Este é um clínico .,Este é um exame .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:exame clínico,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:63,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,63,PT,,farinha integral,farinha integral,Esta é uma farinha integral .,farinha integral,unknown,Esta é uma integral .,Esta é uma farinha .,Esta é uma integral .,Esta é uma farinha .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:farinha integral,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:64,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,64,PT,,febre amarela,febre amarela,Esta é uma febre amarela .,febre amarela,unknown,Esta é uma amarela .,Esta é uma febre .,Esta é uma amarela .,Esta é uma febre .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:febre amarela,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:65,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,65,PT,,ficha limpa,ficha limpa,Esta é uma ficha limpa .,ficha limpa,unknown,Esta é uma limpa .,Esta é uma ficha .,Esta é uma limpa .,Esta é uma ficha .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:ficha limpa,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:66,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,66,PT,,fila indiana,fila indiana,Esta é uma fila indiana .,fila indiana,unknown,Esta é uma indiana .,Esta é uma fila .,Esta é uma indiana .,Esta é uma fila .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:fila indiana,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:67,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,67,PT,,fio condutor,fio condutor,Este é um fio condutor .,fio condutor,unknown,Este é um condutor .,Este é um fio .,Este é um condutor .,Este é um fio .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:fio condutor,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:68,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,68,PT,,força bruta,força bruta,Esta é uma força bruta .,força bruta,unknown,Esta é uma bruta .,Esta é uma força .,Esta é uma bruta .,Esta é uma força .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:força bruta,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:70,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,70,PT,,gelo-seco,gelo seco,Este é um gelo-seco .,gelo-seco,unknown,Este é um seco .,Este é um gelo .,Este é um seco .,Este é um gelo .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:gelo seco,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:71,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,71,PT,,golpe baixo,golpe baixo,Este é um golpe baixo .,golpe baixo,unknown,Este é um baixo .,Este é um golpe .,Este é um baixo .,Este é um golpe .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:golpe baixo,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:73,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,73,PT,,gripe aviária,gripe aviária,Esta é uma gripe aviária .,gripe aviária,unknown,Esta é uma aviária .,Esta é uma gripe .,Esta é uma aviária .,Esta é uma gripe .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:gripe aviária,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:74,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,74,PT,,gripe suína,gripe suína,Esta é uma gripe suína .,gripe suína,unknown,Esta é uma suína .,Esta é uma gripe .,Esta é uma suína .,Esta é uma gripe .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:gripe suína,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:75,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,75,PT,,guarda-florestal,guarda florestal,Este é um guarda-florestal .,guarda-florestal,unknown,Este é um florestal .,Este é um guarda .,Este é um florestal .,Este é um guarda .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:guarda florestal,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:76,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,76,PT,,jogo duro,jogo duro,Este é um jogo duro .,jogo duro,unknown,Este é um duro .,Este é um jogo .,Este é um duro .,Este é um jogo .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:jogo duro,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:78,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,78,PT,,leite integral,leite integral,Este é um leite integral .,leite integral,unknown,Este é um integral .,Este é um leite .,Este é um integral .,Este é um leite .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:leite integral,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:79,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,79,PT,,lista negra,lista negra,Esta é uma lista negra .,lista negra,unknown,Esta é uma negra .,Esta é uma lista .,Esta é uma negra .,Esta é uma lista .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:lista negra,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:81,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,81,PT,,livro aberto,livro aberto,Este é um livro aberto .,livro aberto,unknown,Este é um aberto .,Este é um livro .,Este é um aberto .,Este é um livro .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:livro aberto,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:82,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,82,PT,,longa data,longa data,Esta é uma longa data .,longa data,unknown,Esta é uma longa .,Esta é uma data .,Esta é uma longa .,Esta é uma data .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:longa data,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:83,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,83,PT,,longa-metragem,longa metragem,Este é um longa-metragem .,longa-metragem,unknown,Esta é uma longa .,Esta é uma metragem .,Esta é uma longa .,Esta é uma metragem .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:longa metragem,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:84,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,84,PT,,lua cheia,lua cheia,Esta é uma lua cheia .,lua cheia,unknown,Esta é uma cheia .,Esta é uma lua .,Esta é uma cheia .,Esta é uma lua .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:lua cheia,,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv:85,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P2_sents.csv,85,PT,,lua nova,lua nova,Esta é uma lua nova .,lua nova,unknown,Esta é uma nova .,Esta é uma lua .,Esta é uma nova .,Esta é uma lua .,True,,[],,0,False,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::False,nctti_ncs:PT:lua nova,,train
