source,lang,expression,head,modifier,label,compositionality_score,compositionality_type,compositionality_token,raw_paraphrase,original_split,row_id,label_raw,label_norm,label_binary,contribution_label,compositionality_score_norm,compositionality_bin,paraphrase_candidates_maggie,wordnet_synonyms,wordnet_synonym1,paraphrase1_gpt55pro20260423,paraphrase1_gpt5nano20250807,canonical_paraphrase,paraphrase_candidates,has_paraphrase,split_701020,split_source
ncimp,eng,information age,age,information,,,3.4,3.6,,,15759,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,cyberage|modernity,,,cyberage,modernity,cyberage,cyberage|modernity,1,dev,generated
ncimp,eng,injury time,time,injury,,,3.2,3.43,,,15760,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,overtime|stoppage,,,overtime,stoppage,overtime,overtime|stoppage,1,train,generated
ncimp,eng,inner circle,circle,inner,,,1.56,0.8,,,15761,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,clique|coterie|ingroup|pack|camp|insiders,clique|coterie|ingroup|pack|camp,clique,coterie,insiders,clique,clique|coterie|ingroup|pack|camp|insiders,1,test,generated
ncimp,eng,inner product,product,inner,,,3.0,1.8,,,15762,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,scalar product|dot product|pairing|dot,scalar product|dot product,scalar product,pairing,dot,scalar product,scalar product|dot product|pairing|dot,1,train,generated
ncimp,eng,insane asylum,asylum,insane,,,3.95,4.1,,,15763,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,mental hospital|psychiatric hospital|mental institution|institution|mental home|asylum|madhouse,mental hospital|psychiatric hospital|mental institution|institution|mental home|asylum,mental hospital,madhouse,madhouse,mental hospital,mental hospital|psychiatric hospital|mental institution|institution|mental home|asylum|madhouse,1,train,generated
ncimp,eng,insider trading,trading,insider,,,3.88,3.45,,,15764,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,fraud,,,fraud,fraud,fraud,fraud,1,train,generated
ncimp,eng,insurance company,company,insurance,,,5.0,4.42,,,15765,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,insurance firm|insurer|insurance underwriter|underwriter,insurance firm|insurer|insurance underwriter|underwriter,insurance firm,insurer,insurer,insurance firm,insurance firm|insurer|insurance underwriter|underwriter,1,train,generated
ncimp,eng,insurance policy,policy,insurance,,,4.15,4.55,,,15766,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,policy|insurance|coverage,policy|insurance,policy,policy,coverage,policy,policy|insurance|coverage,1,train,generated
ncimp,eng,interest rate,rates,interest,,,4.57,4.27,,,15767,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,rate of interest|rate|cost,rate of interest,rate of interest,rate,cost,rate of interest,rate of interest|rate|cost,1,train,generated
ncimp,eng,iron collar,collar,iron,,,3.88,3.9,,,15768,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,garrote|garotte|garrotte|oppression,garrote|garotte|garrotte,garrote,,oppression,garrote,garrote|garotte|garrotte|oppression,1,train,generated
ncimp,eng,ivory tower,tower,ivory,,,0.46,0.5,,,15769,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,seclusion|aloofness,,,seclusion,aloofness,seclusion,seclusion|aloofness,1,train,generated
ncimp,eng,jet lag,lag,jet,,,2.67,3.27,,,15770,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,desynchronosis|fatigue,,,desynchronosis,fatigue,desynchronosis,desynchronosis|fatigue,1,dev,generated
ncimp,eng,job fair,fairs,job,,,3.5,3.0,,,15771,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,recruitment,,,recruitment,recruitment,recruitment,recruitment,1,test,generated
ncimp,eng,kangaroo court,courts,kangaroo,,,1.37,0.73,,,15772,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,sham|travesty,,,sham,travesty,sham,sham|travesty,1,train,generated
ncimp,eng,labour union,union,labour,,,4.76,4.5,,,15773,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,union,,,union,union,union,union,1,test,generated
ncimp,eng,law firm,firms,law,,,4.4,3.6,,,15774,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,practice,,,practice,practice,practice,practice,1,train,generated
ncimp,eng,leap year,year,leap,,,2.38,2.18,,,15775,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,intercalary year|366 days|bissextile year|bissextile|intercalary,intercalary year|366 days|bissextile year,intercalary year,bissextile,intercalary,intercalary year,intercalary year|366 days|bissextile year|bissextile|intercalary,1,train,generated
ncimp,eng,life belt,belt,life,,,2.84,2.6,,,15776,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,safety belt|safety harness|life buoy|lifesaver|life ring|lifebuoy,safety belt|safety harness|life buoy|lifesaver|life ring,safety belt,lifebuoy,lifebuoy,safety belt,safety belt|safety harness|life buoy|lifesaver|life ring|lifebuoy,1,test,generated
ncimp,eng,life vest,vest,life,,,3.44,3.5,,,15777,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,life jacket|cork jacket|lifejacket,life jacket|cork jacket,life jacket,lifejacket,lifejacket,life jacket,life jacket|cork jacket|lifejacket,1,train,generated
ncimp,eng,lime tree,tree,lime,,,4.61,3.7,,,15778,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,lime|Citrus aurantifolia|linden|linden tree|basswood|citrus,lime|Citrus aurantifolia|linden|linden tree|basswood,lime,linden,citrus,lime,lime|Citrus aurantifolia|linden|linden tree|basswood|citrus,1,train,generated
ncimp,eng,lip service,service,lip,,,1.62,0.8,,,15779,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,hypocrisy|insincerity,hypocrisy,hypocrisy,insincerity,insincerity,hypocrisy,hypocrisy|insincerity,1,test,generated
ncimp,eng,loan shark,shark,loan,,,1.0,1.1,,,15780,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,usurer|moneylender|shylock,usurer|moneylender|shylock,usurer,usurer,usurer,usurer,usurer|moneylender|shylock,1,train,generated
ncimp,eng,loose woman,woman,loose,,,2.53,1.6,,,15781,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,adulteress|fornicatress|hussy|jade|slut|strumpet|trollop|promiscuous,adulteress|fornicatress|hussy|jade|slut|strumpet|trollop,adulteress,slut,promiscuous,adulteress,adulteress|fornicatress|hussy|jade|slut|strumpet|trollop|promiscuous,1,test,generated
ncimp,eng,lotus position,position,lotus,,,2.48,2.5,,,15782,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,padmasana|pose,,,padmasana,pose,padmasana,padmasana|pose,1,train,generated
ncimp,eng,love song,songs,love,,,4.58,4.6,,,15783,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,love-song|serenade|ballad,love-song,love-song,serenade,ballad,love-song,love-song|serenade|ballad,1,train,generated
ncimp,eng,low profile,profile,low,,,2.1,2.2,,,15784,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,inconspicuous|unobtrusive,,,inconspicuous,unobtrusive,inconspicuous,inconspicuous|unobtrusive,1,test,generated
ncimp,eng,mail service,service,mail,,,4.69,4.75,,,15785,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,mail|postal service|post,mail|postal service|post,mail,post,post,mail,mail|postal service|post,1,train,generated
ncimp,eng,mailing list,list,mailing,,,4.67,4.0,,,15786,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,listserv|recipients,,,listserv,recipients,listserv,listserv|recipients,1,train,generated
ncimp,eng,market place,place,market,,,3.0,1.9,,,15787,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,marketplace|mart|market,marketplace|mart|market,marketplace,marketplace,market,marketplace,marketplace|mart|market,1,train,generated
ncimp,eng,marketing consultant,consultants,marketing,,,4.0,4.2,,,15788,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,consultant|advisor,,,consultant,advisor,consultant,consultant|advisor,1,train,generated
ncimp,eng,medical procedure,procedures,medical,,,4.83,4.8,,,15789,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,operation|treatment,,,operation,treatment,operation,operation|treatment,1,train,generated
ncimp,eng,melting pot,pot,melting,,,0.54,0.3,,,15790,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
ncimp,eng,memory lane,lane,memory,,,2.17,2.2,,,15791,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,nostalgia,,,nostalgia,nostalgia,nostalgia,nostalgia,1,train,generated
ncimp,eng,mental disorder,disorders,mental,,,4.89,4.9,,,15792,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,mental disturbance|disturbance|psychological disorder|folie|psychopathology|illness,mental disturbance|disturbance|psychological disorder|folie,mental disturbance,psychopathology,illness,mental disturbance,mental disturbance|disturbance|psychological disorder|folie|psychopathology|illness,1,train,generated
ncimp,eng,middle school,school,middle,,,3.84,4.0,,,15793,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,secondary school|lyceum|lycee|Gymnasium|school|adolescence,secondary school|lyceum|lycee|Gymnasium,secondary school,school,adolescence,secondary school,secondary school|lyceum|lycee|Gymnasium|school|adolescence,1,train,generated
ncimp,eng,milk tooth,teeth,milk,,,1.43,1.2,,,15794,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,primary tooth|deciduous tooth|baby tooth|deciduous,primary tooth|deciduous tooth|baby tooth,primary tooth,deciduous,deciduous,primary tooth,primary tooth|deciduous tooth|baby tooth|deciduous,1,train,generated
ncimp,eng,monkey business,business,monkey,,,0.72,0.0,,,15795,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,mischief,,,mischief,mischief,mischief,mischief,1,train,generated
ncimp,eng,mother tongue,tongue,mother,,,0.59,1.2,,,15796,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,maternal language|first language|vernacular|native,maternal language|first language,maternal language,vernacular,native,maternal language,maternal language|first language|vernacular|native,1,train,generated
ncimp,eng,music festival,festivals,music,,,4.58,4.9,,,15797,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,festival|concert,,,festival,concert,festival,festival|concert,1,test,generated
ncimp,eng,music journalist,journalist,music,,,4.54,4.3,,,15798,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,critic,,,critic,critic,critic,critic,1,test,generated
ncimp,eng,narrow escape,escape,narrow,,,1.75,2.6,,,15799,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,close call|close shave|squeak|squeaker|closecall,close call|close shave|squeak|squeaker,close call,squeak,closecall,close call,close call|close shave|squeak|squeaker|closecall,1,test,generated
ncimp,eng,nest egg,egg,nest,,,0.78,0.3,,,15800,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,savings,savings,savings,savings,savings,savings,savings,1,dev,generated
ncimp,eng,net income,income,net,,,2.94,2.45,,,15801,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,net|net profit|lucre|profit|profits|earnings,net|net profit|lucre|profit|profits|earnings,net,profit,profit,net,net|net profit|lucre|profit|profits|earnings,1,test,generated
ncimp,eng,news agency,agency,news,,,4.39,5.0,,,15802,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,press agency|wire service|press association|news organization|news organisation|newswire|press,press agency|wire service|press association|news organization|news organisation,press agency,newswire,press,press agency,press agency|wire service|press association|news organization|news organisation|newswire|press,1,train,generated
ncimp,eng,night owl,owl,night,,,1.93,1.2,,,15803,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,nighthawk|nightbird|nocturnal,nighthawk|nightbird,nighthawk,nighthawk,nocturnal,nighthawk,nighthawk|nightbird|nocturnal,1,train,generated
ncimp,eng,noble gas,gas,noble,,,1.18,2.5,,,15804,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,inert gas|argonon|inert,inert gas|argonon,inert gas,argonon,inert,inert gas,inert gas|argonon|inert,1,train,generated
ncimp,eng,noise complaint,complaints,noise,,,4.52,4.9,,,15805,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,complaint|nuisance,,,complaint,nuisance,complaint,complaint|nuisance,1,train,generated
ncimp,eng,number crunching,crunching,number,,,2.26,1.6,,,15806,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,train,generated
ncimp,eng,nut case,case,nut,,,0.44,0.5,,,15807,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,crackpot|crank|nut|fruitcake|screwball|lunatic,crackpot|crank|nut|fruitcake|screwball,crackpot,lunatic,lunatic,crackpot,crackpot|crank|nut|fruitcake|screwball|lunatic,1,train,generated
ncimp,eng,old flame,flame,old,,,0.58,0.5,,,15808,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,ex|exlover,,,ex,exlover,ex,ex|exlover,1,test,generated
ncimp,eng,old hat,hat,old,,,0.35,0.8,,,15809,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,outdated|trite,,,outdated,trite,outdated,outdated|trite,1,train,generated
ncimp,eng,old timer,timers,old,,,0.89,1.0,,,15810,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,veteran|elder,,,veteran,elder,veteran,veteran|elder,1,test,generated
ncimp,eng,pain killer,killers,pain,,,2.17,1.3,,,15811,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,analgesic,,,analgesic,analgesic,analgesic,analgesic,1,train,generated
ncimp,eng,panda car,car,panda,,,1.81,1.5,,,15812,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,cruiser|patrolcar,,,cruiser,patrolcar,cruiser,cruiser|patrolcar,1,train,generated
ncimp,eng,parking lot,lot,parking,,,4.7,4.3,,,15813,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,car park|park|parking area|carpark,car park|park|parking area,car park,carpark,carpark,car park,car park|park|parking area|carpark,1,train,generated
ncimp,eng,peace conference,conferences,peace,,,4.46,4.2,,,15814,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,parley|summit,,,parley,summit,parley,parley|summit,1,train,generated
ncimp,eng,peace talk,talk,peace,,,4.13,4.2,,,15815,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,negotiation|negotiations,,,negotiation,negotiations,negotiation,negotiation|negotiations,1,test,generated
ncimp,eng,pecking order,order,pecking,,,1.69,1.8,,,15816,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,hierarchy|power structure,hierarchy|power structure,hierarchy,hierarchy,hierarchy,hierarchy,hierarchy|power structure,1,train,generated
ncimp,eng,phone book,book,phone,,,4.25,4.09,,,15817,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,phonebook|telephone book|telephone directory|directory,phonebook|telephone book|telephone directory,phonebook,directory,directory,phonebook,phonebook|telephone book|telephone directory|directory,1,test,generated
ncimp,eng,pillow slip,slip,pillow,,,3.7,3.4,,,15818,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,case|pillowcase|slip,case|pillowcase|slip,case,pillowcase,pillowcase,case,case|pillowcase|slip,1,dev,generated
ncimp,eng,pipe dream,dream,pipe,,,0.91,0.4,,,15819,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,dream|fantasy,dream,dream,fantasy,fantasy,dream,dream|fantasy,1,train,generated
ncimp,eng,pocket book,book,pocket,,,1.42,3.0,,,15820,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,pocketbook|pocket edition|purse,pocketbook|pocket edition,pocketbook,purse,purse,pocketbook,pocketbook|pocket edition|purse,1,train,generated
ncimp,eng,poison pill,pill,poison,,,0.96,0.9,,,15821,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,deterrent|defense,,,deterrent,defense,deterrent,deterrent|defense,1,train,generated
ncimp,eng,polo shirt,shirt,polo,,,3.37,2.3,,,15822,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,sport shirt|polo|shirt,sport shirt,sport shirt,polo,shirt,sport shirt,sport shirt|polo|shirt,1,train,generated
ncimp,eng,prison guard,guard,prison,,,4.89,4.64,,,15823,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,jailer|jailor|gaoler|screw|turnkey,jailer|jailor|gaoler|screw|turnkey,jailer,jailer,jailer,jailer,jailer|jailor|gaoler|screw|turnkey,1,train,generated
ncimp,eng,prison term,term,prison,,,4.79,4.4,,,15824,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,sentence|time,sentence|time,sentence,sentence,sentence,sentence,sentence|time,1,dev,generated
ncimp,eng,private eye,eye,private,,,0.82,0.5,,,15825,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,private detective|PI|private investigator|operative|shamus|sherlock|detective,private detective|PI|private investigator|operative|shamus|sherlock,private detective,detective,detective,private detective,private detective|PI|private investigator|operative|shamus|sherlock|detective,1,train,generated
ncimp,eng,public service,services,public,,,4.4,4.09,,,15826,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,community service|utility|civic,community service,community service,utility,civic,community service,community service|utility|civic,1,train,generated
ncimp,eng,radio station,stations,radio,,,4.47,4.8,,,15827,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,broadcaster,,,broadcaster,broadcaster,broadcaster,broadcaster,1,train,generated
ncimp,eng,radioactive material,materials,radioactive,,,4.61,4.2,,,15828,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,train,generated
ncimp,eng,radioactive waste,waste,radioactive,,,4.58,4.7,,,15829,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,radwaste|hazard,,,radwaste,hazard,radwaste,radwaste|hazard,1,test,generated
ncimp,eng,rainy season,season,rainy,,,4.23,4.3,,,15830,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,monsoon,,,monsoon,monsoon,monsoon,monsoon,1,train,generated
ncimp,eng,rat race,race,rat,,,0.86,0.3,,,15831,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,competition|grind,,,competition,grind,competition,competition|grind,1,train,generated
ncimp,eng,rat run,run,rat,,,0.79,0.5,,,15832,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,shortcut,,,shortcut,shortcut,shortcut,shortcut,1,train,generated
ncimp,eng,record book,book,record,,,3.7,4.3,,,15833,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,record|book|register|log,record|book,record,register,log,record,record|book|register|log,1,train,generated
ncimp,eng,research lab,lab,research,,,4.75,4.6,,,15834,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,lab|laboratory|research laboratory|science lab|science laboratory,lab|laboratory|research laboratory|science lab|science laboratory,lab,laboratory,laboratory,lab,lab|laboratory|research laboratory|science lab|science laboratory,1,train,generated
ncimp,eng,research project,projects,research,,,4.82,4.36,,,15835,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,scientific research|study,scientific research,scientific research,study,study,scientific research,scientific research|study,1,train,generated
ncimp,eng,rice paper,paper,rice,,,4.0,3.8,,,15836,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,paper|wrapper,,,paper,wrapper,paper,paper|wrapper,1,train,generated
ncimp,eng,rock bottom,bottom,rock,,,2.14,0.9,,,15837,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,nadir,,,nadir,nadir,nadir,nadir,1,train,generated
ncimp,eng,rocket science,science,rocket,,,1.43,1.1,,,15838,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,complexity|difficulty,,,complexity,difficulty,complexity,complexity|difficulty,1,dev,generated
ncimp,eng,role model,models,role,,,4.11,3.3,,,15839,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,model|exemplar,model,model,exemplar,exemplar,model,model|exemplar,1,train,generated
ncimp,eng,rush hour,hour,rush,,,3.33,1.8,,,15840,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,peak|traffic,,,peak,traffic,peak,peak|traffic,1,test,generated
ncimp,eng,sacred cow,cow,sacred,,,1.52,1.6,,,15841,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,untouchable|sacrosanct,,,untouchable,sacrosanct,untouchable,untouchable|sacrosanct,1,train,generated
ncimp,eng,search engine,engines,search,,,3.32,2.1,,,15842,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,finder,,,finder,finder,finder,finder,1,train,generated
ncimp,eng,sex bomb,bomb,sex,,,0.53,1.6,,,15843,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,sex kitten|sexpot|bombshell,sex kitten|sexpot,sex kitten,bombshell,bombshell,sex kitten,sex kitten|sexpot|bombshell,1,dev,generated
ncimp,eng,shelf life,life,shelf,,,1.3,1.64,,,15844,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,lifespan|perishability,,,lifespan,perishability,lifespan,lifespan|perishability,1,train,generated
ncimp,eng,shrinking violet,violet,shrinking,,,1.07,0.5,,,15845,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,shy person|wallflower,shy person,shy person,wallflower,wallflower,shy person,shy person|wallflower,1,dev,generated
ncimp,eng,silver bullet,bullets,silver,,,0.67,0.7,,,15846,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,panacea,,,panacea,panacea,panacea,panacea,1,train,generated
ncimp,eng,silver lining,lining,silver,,,0.35,0.4,,,15847,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,bright side|upside|optimism,bright side,bright side,upside,optimism,bright side,bright side|upside|optimism,1,train,generated
ncimp,eng,silver screen,screen,silver,,,2.38,1.6,,,15848,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,screen|projection screen|cinema,screen|projection screen,screen,cinema,cinema,screen,screen|projection screen|cinema,1,train,generated
ncimp,eng,silver spoon,spoon,silver,,,1.52,2.5,,,15849,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,old money|privilege,old money,old money,privilege,privilege,old money,old money|privilege,1,train,generated
ncimp,eng,sitting duck,duck,sitting,,,0.96,0.4,,,15850,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,easy mark|vulnerable|prey,easy mark,easy mark,vulnerable,prey,easy mark,easy mark|vulnerable|prey,1,train,generated
ncimp,eng,skin tone,tone,skin,,,3.88,4.5,,,15851,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,complexion,,,complexion,complexion,complexion,complexion,1,train,generated
ncimp,eng,smoke screen,screens,smoke,,,1.11,1.36,,,15852,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,train,generated
ncimp,eng,smoking gun,gun,smoking,,,0.71,0.0,,,15853,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,proof,,,proof,proof,proof,proof,1,dev,generated
ncimp,eng,smoking jacket,jacket,smoking,,,2.32,0.8,,,15854,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,lounging jacket|jacket|robe,lounging jacket,lounging jacket,jacket,robe,lounging jacket,lounging jacket|jacket|robe,1,train,generated
ncimp,eng,snail mail,mail,snail,,,1.31,1.8,,,15855,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,post,,,post,post,post,post,1,train,generated
ncimp,eng,snake oil,oil,snake,,,0.75,1.18,,,15856,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,humbug|quackery,humbug,humbug,quackery,quackery,humbug,humbug|quackery,1,dev,generated
ncimp,eng,social insurance,insurance,social,,,2.83,2.4,,,15857,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,welfare,,,welfare,welfare,welfare,welfare,1,dev,generated
ncimp,eng,sound judgement,judgement,sound,,,3.39,1.7,,,15858,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,judgment|judgement|sound judgment|perspicacity|wisdom|prudence,judgment|judgement|sound judgment|perspicacity,judgment,wisdom,prudence,judgment,judgment|judgement|sound judgment|perspicacity|wisdom|prudence,1,test,generated
ncimp,eng,sparkling water,water,sparkling,,,3.14,2.7,,,15859,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,soda water|carbonated water|club soda|seltzer,soda water|carbonated water|club soda|seltzer,soda water,seltzer,seltzer,soda water,soda water|carbonated water|club soda|seltzer,1,test,generated
ncimp,eng,speed limit,limit,speed,,,4.83,4.9,,,15860,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,maximum,,,maximum,maximum,maximum,maximum,1,test,generated
ncimp,eng,speed trap,trap,speed,,,3.71,3.91,,,15861,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,checkpoint|enforcement,,,checkpoint,enforcement,checkpoint,checkpoint|enforcement,1,test,generated
ncimp,eng,spelling bee,bees,spelling,,,2.45,0.2,,,15862,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,spelldown|spelling contest|contest|competition,spelldown|spelling contest,spelldown,contest,competition,spelldown,spelldown|spelling contest|contest|competition,1,dev,generated
ncimp,eng,spinning jenny,jenny,spinning,,,2.28,1.42,,,15863,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,spinner|machinery,,,spinner,machinery,spinner,spinner|machinery,1,test,generated
ncimp,eng,stag night,night,stag,,,1.44,2.45,,,15864,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,stag|bachelorparty,,,stag,bachelorparty,stag,stag|bachelorparty,1,train,generated
ncimp,eng,street girl,girls,street,,,3.16,2.73,,,15865,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,streetwalker|hooker|hustler|floozy|floozie|slattern|homeless,streetwalker|hooker|hustler|floozy|floozie|slattern,streetwalker,streetwalker,homeless,streetwalker,streetwalker|hooker|hustler|floozy|floozie|slattern|homeless,1,dev,generated
ncimp,eng,subway system,system,subway,,,4.63,4.0,,,15866,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,metro|tube|underground|subway,metro|tube|underground|subway,metro,metro,metro,metro,metro|tube|underground|subway,1,train,generated
ncimp,eng,sugar daddy,daddy,sugar,,,0.44,0.64,,,15867,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,benefactor|patron,,,benefactor,patron,benefactor,benefactor|patron,1,test,generated
ncimp,eng,swan song,song,swan,,,0.83,0.7,,,15868,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,last hurrah|farewell|finale,last hurrah,last hurrah,farewell,finale,last hurrah,last hurrah|farewell|finale,1,train,generated
ncimp,eng,swimming pool,pool,swimming,,,4.87,4.6,,,15869,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,swimming bath|natatorium|pool,swimming bath|natatorium,swimming bath,pool,pool,swimming bath,swimming bath|natatorium|pool,1,train,generated
ncimp,eng,tear gas,gas,tear,,,3.27,3.3,,,15870,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,teargas|lacrimator|lachrymator|irritant,teargas|lacrimator|lachrymator,teargas,lachrymator,irritant,teargas,teargas|lacrimator|lachrymator|irritant,1,train,generated
ncimp,eng,tennis elbow,elbow,tennis,,,2.5,0.9,,,15871,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,lateral epicondylitis|lateral humeral epicondylitis|epicondylitis,lateral epicondylitis|lateral humeral epicondylitis,lateral epicondylitis,epicondylitis,epicondylitis,lateral epicondylitis,lateral epicondylitis|lateral humeral epicondylitis|epicondylitis,1,train,generated
ncimp,eng,think tank,tank,think,,,2.04,1.1,,,15872,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,think factory|braintrust,think factory,think factory,braintrust,braintrust,think factory,think factory|braintrust,1,train,generated
ncimp,eng,time difference,difference,time,,,4.41,4.9,,,15873,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,interval,,,interval,interval,interval,interval,1,train,generated
ncimp,eng,top dog,dog,top,,,1.05,0.8,,,15874,,UNKNOWN,UNKNOWN,UNKNOWN,,unknown,head|chief|leader,head|chief,head,leader,leader,head,head|chief|leader,1,train,generated
