uid,target,sentence,reason
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3882,,"Em queda e sem conseguir engatar uma nova série de triunfos, o time foi derrotado pelo Napoli, por 1 a 0, neste domingo, no San Siro, ficando com nove pontos de desvantagem para a rival e líder isolada Internazionale.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3885,,"As recentes pesquisas de opiniao indicam uma queda na popularidade do governo Bolsonaro no Nordeste, nos ultimos quatro meses a avaliaçao positiva do governo federal caiu num patamar recorde de 29%.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3888,,"Foi diante do rival que o São Paulo iniciou seu jejum de vitórias no ano, em jogo no qual acabou eliminado da Copa do Brasil e entrou em queda.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3891,,"Em queda, o sonho de voltar à Champions League fica cada vez mais distante para os Gunners, que vêem a zona de rebaixamento cada vez mais próxima.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3894,,"Quase na zona de rebaixamento, a picape da VW entrou em queda e não está sozinha, visto que a Montana está na lanterna.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3897,,"Entretanto, os cidadãos acusam o novo Executivo, formado no começo do ano, de não ter feito as reformas econômicas necessárias, após declarar moratória da dívida pela primeira vez e a libra local continuar em queda frente ao dólar.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3900,,"Em queda, o time não vence há 35 dias, oito jogos (seis pelo Brasileiro) e completou quatro derrotas seguidas.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3903,,"O Parque Hopi Hari , em Vinhedo (SP), decidiu reformular e reabrir a atração ""La Tour Eiffel"", uma torre de queda fechada desde o acidente que matou uma adolescente em 2012.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3906,,"Nesta sexta- feira (18), o ator se divertiu num tubo de simulação de queda, em São Paulo, e fez várias acrobacias durante o momento de lazer.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3909,,"Os atletas saltaram de uma altura de aproximadamente 16 mil pés - cerca de 4,8 mil metros - e formaram a figura em queda.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3912,,O Parque Temático Hopi Hari confirmou o retorno de uma de suas atrações mais conhecidas: a torre de queda.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3915,,O Salto em queda de um paraquedista militar requer treinamento constante.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3918,,A preparaçao para a queda - momento entre a saida do paraquedista do aviao e a abertura do paraquedas - e realizada na Sessao de Simulador de queda (SSQL) pelo Tunel de Vento.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3921,,"Em uma camara de voo, os militares simulam as condiçoes do vento nas altitudes previstas para um salto em queda.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3924,,"Em grande fase no Vizela, Cassiano quer grande fim de temporada em Portugal",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3927,,"Destaque do Vizela, o atacante Cassiano, ex-Internacional, Paysandu e Fortaleza, revelou o desejo de todos no clube em fazer uma ótima fim de temporada.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3930,,O que os feras devem considerar na fim de inscrições no Sisu,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3933,,"Diante disso, o holandês também valorizou o embalo na fim e destacou que o título da liga depende apenas dos catalães.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3936,,"E uma atuação como essa no clássico contra a Juventus, que tem jogadores de alta qualidade, nos dá essa moral para esta fim de disputa.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3939,,"A colheita da safra de soja entrou na fim e deve ser finalizada nos próximos dias, ao passo que o plantio do milho de 2ª safra alcançou 91,8% da área dedicada à cultura.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3942,,"O time agora se prepara para enfrentar a RED Canids, uma das mais tradicionais organizações do cenário nacional de League of Legends, e não se incomoda com a função de underdog na fim.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3945,,"O time conquistou 13 vitórias, mesmo número do líder Flamengo, e terminou na segunda colocação, mas com uma fim impressionante, com sete vitórias em oito jogos.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3948,,"A capital fluminense já tinha sido escolhida para substituir a cidade de São Paulo, também impossibilitada de realizar os jogos por conta da pandemia, como sede da fim da primeira fase.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3951,,"A fim, no entanto, vai intensificar a crueldade da personagem de Adriana Esteves.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3954,,"Meta da equipe é conseguir a melhor classificação possível nesta fim do campeonato, que está marcada para Brasília, mas a cidade deve ter novas restrições por conta da pandemia",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3957,,Confira as datas e os horários dos jogos restantes da fim da fase de classificação do NBB,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3960,,Afogados anuncia novo volante para fim do Pernambucano,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3963,,A FG Big Wheel e considerada a maior brinquedo alto estaiada da America Latina.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3966,,Rodolffo quer saber a indicação de Gilberto e deixa Sarah na maior situação difícil,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3969,,"Diante da situação difícil, o Rubro-negro se viu sem saída e teve de abrir as portas para a maior autoridade do país, que convive com queda de sua popularidade e uma crise sanitária causada pelo surto da covid-19.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3972,,"Embora ainda não conste na agenda oficial, é possível que o presidente Jair Bolsonaro venha ao estado, o que, caso se confirme, deixará o governador Camilo Santana (PT) em uma situação difícil.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3975,,"Kerline fala com Arthur sobre a atitude de um dos brothers da casa do BBB21: ""Não é legal, eu fiquei em uma situação difícil quando ele me perguntou isso.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3978,,"Uma reviravolta envolvendo a posição do PDT na disputa pela Prefeitura de Juazeiro do Norte causou mal-estar no partido, que vive uma situação difícil no terceiro maior colégio eleitoral do Ceará.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3981,,Michel Teló já passou por uma situação difícil durante um de seus shows.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3984,,"É esse excesso da proteína, que é de cor marrom mais escura, que torna o plasma anil.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3987,,"O sangue na ferradura é um dos líquidos mais caros do mundo: um litro de plasma anil pode ser vendido por até US$ 15 mil (cerca de R$ 80 mil, na cotação atual).",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3990,,"Os cientistas têm extraído o plasma anil da ferradura desde os anos 1970, para testar se equipamentos médicos e medicamentos intravenosos são estéreis para uso.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3993,,"Um litro de plasma anil pode ser vendido por até US$ 15 mil (cerca de R$ 69 mil, na cotação atual).",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3996,,"A prévia mostra uma cabeça de estátua decapitada, pingando plasma anil, e revela que a estreia vai acontecer em outubro.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:3999,,"É mais uma para a lista de bizarrices envolvendo os povos – entre outras curiosidades, eles têm três corações, plasma anil e há indícios de que eles consigam reconhecer e diferenciar seres humanos.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4002,,"É preciso sublinhar que os Bathory eram gente distintissima, sobretudo para quem gosta de historias de princesas de nobreza - e apesar disso, no seu contacto frequente com tal liquido, Elizabeth sempre o preferiu bem vermelho.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4005,,"Nascido membro da família real mais famosa do mundo, da qual saiu pela porta dos fundos no começo do ano passado, o ex-royal nunca deu exatamente no batente, e sua função como nobreza era, basicamente, ser visto por aí.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4008,,"Apesar do nobreza que corre em suas veias, Phillips - e assim como sua irmã, Zara Phillips - não tem nenhum título real, e é tecnicamente um plebeu.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4011,,"Além da área comercial, ela coordena a equipe de estilo, que é formada por duas profissionais tarimbadas: Bárbara Oliveira e Andrea Aquino têm “nobreza”, passaram pelas principais empresas especializadas deBelo Horizonte.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4014,,"Há algum tempo eu ia fazer um filme de época e o chefe do estúdio, também judeu, disse que eu parecia ‘judia demais’ para estar em uma família de nobreza”, contou a estrela.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4017,,"Mudam os cenários, os sobrenomes, as heranças genéticas, mas por baixo da pele somos todos iguais, sem nenhum nobreza, com muito sangue quente, fazendo e dizendo besteiras, sendo sinceros a despeito da desconfiança alheia, procurando um jeito de ser feliz que não irrite muito os outros.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4020,,"Surpreso, ele disse que a espécie era rara na região e brincou: “deve ter nobreza”.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4023,,"A americana de 29 anos sempre viveu em Los Angeles, mas ostenta nobreza: sua família descende de uma casa real europeia (a da Sérvia).",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4026,,"Em tempo: outro nobreza, o príncipe Albert de Mônaco, 62 anos, também testou positivo.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4029,,"Só que além de amante da cinema, ele também é roteirista, diretor... e faixa preta de Taekwondo.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4032,,"A cantora, já consagrada e consolidada no mercado fonográfico em tempo recorde, agora vai lacrar na cinema.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4035,,"São raros os programas que juntam minhas paixões, mas o Oscar sempre foi esse momento de união entre a cinema, o cinema e as tendências de moda e beleza.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4038,,"E, apesar de não ser um primor da cinema, traz muitas camadas e questões importantes que não podemos perder de vista.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4041,,O longa mostra como a garota cresceu aficionada pela cinema ao ponto de criar seus próprios curta-metragens de forma independente até ser aceita na faculdade.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4044,,"Ainda assim, conseguiu dar a volta por cima e deixar sua marca na história da cinema.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4047,,"A história de ""Mank"" acontece na velha Hollywood dos anos de 1930 e 40 e conta o processo de criação do roteiro de um dos longas mais conhecidos da cinema: ""Cidadão Kane"", filme de estreia de Orson Welles.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4050,,Suas telas dobráveis ​​e desdobráveis ​​apresentam uma nova experiência para os usuários acostumados com uma tela reta - e agora esse formato especial está trazendo vantagens particulares para os usuários em suas vidas cotidianas.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4053,,"Segundo a Samsung, em testes clínicos realizados pelo Departamento de Oftalmologia do Hospital da Universidade Nacional de Seul, observou-se que a curvatura da tela gera menos cansaço para os olhos nos usuários comparado à experiência em um monitor de tela reta.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4056,,"Na frente, ele deve continuar com a tela reta já vista nos outros irmãos dessa geração, e que foi o destaque do S20 FE no ano passado, também tendo um furo centralizado no topo da tela para a câmera frontal.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4059,,"Os hóspedes podem usar o internet gratuita e os quartos do Grand Palladium Punta Cana Resort & Spa contam com TV de tela reta, minibar e ar- condicionado.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4062,,"E vieram as TVs de tubo com tela reta widescreen, que acompanhava o formato mais retangular do cinema; e as TVs de plasma e de LCD, mais finas e que podiam ser penduradas na parede como quadros.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4065,,"Um pouco mais simples, o celular possui tela reta com a mesma medida.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4068,,"O sistema embutido de som, a TV tela reta de 96 polegadas e a cortina de janelão também ficaram comprometidos depois do sinistro.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4071,,"No hotel The Peninsula, todos os quartos contam com radio online ilimitado com mais de 3.000 estaçoes, televisao grande de tela reta, iluminaçao personalizavel do ambiente e ainda um secador de unhas.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4074,,"Identificado no Airbnb como ""Casa com vista - Praia do Félix"", ela tem ar- condicionado, wi-fi e uma televisão de tela reta, com canais a cabo e aplicativos de serviços de streaming.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4077,,A tabela a seguir apresenta o limite máximo de tempo e o período autêntico de exposição para cada fonte de ruído.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4080,,"De olho em todos os detalhes, o colunista de A Gazeta Rafael Braz fará comentários em no momento no Twitter, no perfil @AGazetaES.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4083,,"A parceria renovada garante para Jundiaí, não somente a continuidade do atendimento aos animais silvestres como a oferta de mais ações educativas para as nossas crianças como as câmeras que possibilitam acompanhar os animais em no momento"", explica o prefeito Luiz Fernando Machado.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4086,,"As informações podem ser filtradas pelo usuário em no momento, diariamente ou no ciclo mensal.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4089,,"No conteúdo trocado entre as mulheres, a funcionária narra em no momento as agressões de Dr. Jairinho.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4092,,"A ferramenta permite acompanhar em no momento o andamento das solicitações cujo status varia entre em análise, dados insuficientes, concluído, não apresentado e pendente de complementação.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4095,,O calculo dos preços finais pra a ser em no momento para commodities como soja e milho.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4098,,"Buscamos com o projeto criar uma plataforma, de baixo custo, para monitorar o consumo e a geraçao em no momento, e que possa ser usada em residencias no futuro, aliada a outras tecnologias.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4101,,Para fazer isso torna-se cada vez mais necessário receber essa gama de dados em no momento.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4104,,"Vou falar de tempo, que é algo que já falei antes no próprio Bom Dia, mas agora com uma plataforma que vai nos possibilitar ter a previsão em no momento.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4107,,"Free Fire teve seu nome inspirado no termo “Free Fire Zone”, usado pelas tropas norte-americanas para se referir a uma zona de tiro de prática, onde não há aliados e por isso é permitido atirar livremente, sem preocupação.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4109,,"Free Fire teve seu nome inspirado no termo “Free Fire Zone”, usado pelas tropas norte-americanas para se referir a uma zona de tiro de prática, onde não há aliados e por isso é permitido atirar livremente, sem preocupação.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4111,,"Free Fire teve seu nome inspirado no termo “Free Fire Zone”, usado pelas tropas norte-americanas para se referir a uma zona de tiro de prática, onde não há aliados e por isso é permitido atirar livremente, sem preocupação.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4114,,"O SP-R 208 é um dos fuzis de atirador mais precisos de Modern Warfare, tornando-o eficiente também para disparo sem mirar.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4116,,"O SP-R 208 é um dos fuzis de atirador mais precisos de Modern Warfare, tornando-o eficiente também para disparo sem mirar.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4118,,"O SP-R 208 é um dos fuzis de atirador mais precisos de Modern Warfare, tornando-o eficiente também para disparo sem mirar.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4121,,"XS1 power armor: Modificado para botão duplo de disparo no lado direito, o botão grande de disparo é para tiro sem mira e o pequeno botão de tiro é para disparo sem mirar.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4123,,"XS1 power armor: Modificado para botão duplo de disparo no lado direito, o botão grande de disparo é para tiro sem mira e o pequeno botão de tiro é para disparo sem mirar.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4125,,"XS1 power armor: Modificado para botão duplo de disparo no lado direito, o botão grande de disparo é para tiro sem mira e o pequeno botão de tiro é para disparo sem mirar.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4128,,"O disparo sem mirar do 30-30 permite que os jogadores disparem uma série de balas (sua cadência de tiro parece semelhante à do G7 Scout), mas sua verdadeira especialidade é a mecânica de mira.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4130,,"O disparo sem mirar do 30-30 permite que os jogadores disparem uma série de balas (sua cadência de tiro parece semelhante à do G7 Scout), mas sua verdadeira especialidade é a mecânica de mira.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4132,,"O disparo sem mirar do 30-30 permite que os jogadores disparem uma série de balas (sua cadência de tiro parece semelhante à do G7 Scout), mas sua verdadeira especialidade é a mecânica de mira.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4135,,"Antes de Luan, inclusive, o último jogador a balançar as redes através do falta foi Jadson, ainda em 2018.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4137,,"Antes de Luan, inclusive, o último jogador a balançar as redes através do falta foi Jadson, ainda em 2018.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4139,,"Antes de Luan, inclusive, o último jogador a balançar as redes através do falta foi Jadson, ainda em 2018.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4142,,"Na cobrança do falta, o Remo fez bom uso de sua principal arma, a bola área.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4144,,"Na cobrança do falta, o Remo fez bom uso de sua principal arma, a bola área.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4146,,"Na cobrança do falta, o Remo fez bom uso de sua principal arma, a bola área.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4149,,O terceiro do Manchester City veio com um gol contra do argentino Federico Fernández (58) e o quarto com um falta direto de David Silva (64).,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4151,,O terceiro do Manchester City veio com um gol contra do argentino Federico Fernández (58) e o quarto com um falta direto de David Silva (64).,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4153,,O terceiro do Manchester City veio com um gol contra do argentino Federico Fernández (58) e o quarto com um falta direto de David Silva (64).,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4156,,"Em entrevista ao jornal inglês The Telegraph, o português de 27 anos contou que se impressionava com como Messi executava cobranças de falta nos jogos sem fazer a mecânica do chute durante as atividades na Cidade Esportiva Joan Gamper, o CT do Barcelona.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4158,,"Em entrevista ao jornal inglês The Telegraph, o português de 27 anos contou que se impressionava com como Messi executava cobranças de falta nos jogos sem fazer a mecânica do chute durante as atividades na Cidade Esportiva Joan Gamper, o CT do Barcelona.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4160,,"Em entrevista ao jornal inglês The Telegraph, o português de 27 anos contou que se impressionava com como Messi executava cobranças de falta nos jogos sem fazer a mecânica do chute durante as atividades na Cidade Esportiva Joan Gamper, o CT do Barcelona.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4163,,"Durante a prorrogação do segundo jogo das oitavas de final da Liga dos Campeões, contra o Porto, CR7 virou a costas para a bola e levantou uma perna na hora do falta de Sérgio Oliveira.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4165,,"Durante a prorrogação do segundo jogo das oitavas de final da Liga dos Campeões, contra o Porto, CR7 virou a costas para a bola e levantou uma perna na hora do falta de Sérgio Oliveira.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/TestData/test.csv:4167,,"Durante a prorrogação do segundo jogo das oitavas de final da Liga dos Campeões, contra o Porto, CR7 virou a costas para a bola e levantou uma perna na hora do falta de Sérgio Oliveira.",empty_sentence_or_target
