text_id,text,lang,text_type
t00015804,pólo de piscina,pt,paraphrase
t00015805,polo,pt,paraphrase
t00015806,quadro negro,pt,expression
t00015807,quadro,pt,head
t00015808,Quadro-negro,pt,paraphrase
t00015809,lousa,pt,paraphrase
t00015810,quadro preto,pt,paraphrase
t00015811,quadro,pt,paraphrase
t00015812,quadro verde,pt,paraphrase
t00015813,quadro de giz,pt,paraphrase
t00015814,quadro branco,pt,paraphrase
t00015815,quadro de escola,pt,paraphrase
t00015816,quadro de escrever,pt,paraphrase
t00015817,louza,pt,paraphrase
t00015818,quadro de sala de aula,pt,paraphrase
t00015819,lousa negra,pt,paraphrase
t00015820,louça,pt,paraphrase
t00015821,quadro escolar,pt,paraphrase
t00015822,quadro para giz,pt,paraphrase
t00015823,quadro grande,pt,paraphrase
t00015824,aula,pt,paraphrase
t00015825,plano de escrita do professor,pt,paraphrase
t00015826,painel de ardósia,pt,paraphrase
t00015827,quadro para escrever,pt,paraphrase
t00015828,quadro didático,pt,paraphrase
t00015829,quadro de aula,pt,paraphrase
t00015830,queda livre,pt,expression
t00015831,queda,pt,head
t00015832,despencada,pt,paraphrase
t00015833,gravidade,pt,paraphrase
t00015834,queda,pt,paraphrase
t00015835,despencar,pt,paraphrase
t00015836,queda constante,pt,paraphrase
t00015837,queda brusca,pt,paraphrase
t00015838,cair livremente,pt,paraphrase
t00015839,cair,pt,paraphrase
t00015840,caída rápida,pt,paraphrase
t00015841,descer,pt,paraphrase
t00015842,pular,pt,paraphrase
t00015843,derrocada,pt,paraphrase
t00015844,queda sem impedimentos,pt,paraphrase
t00015845,franco despencar,pt,paraphrase
t00015846,queda sem obstáculo,pt,paraphrase
t00015847,gravitação sem atrito,pt,paraphrase
t00015848,mql,pt,paraphrase
t00015849,salto sem paraquedas,pt,paraphrase
t00015850,queda abrupta,pt,paraphrase
t00015851,mudança negativa abrupta,pt,paraphrase
t00015852,desabamento,pt,paraphrase
t00015853,descensão,pt,paraphrase
t00015854,queda rápida,pt,paraphrase
t00015855,queda de uma posição alta,pt,paraphrase
t00015856,queda por um período prolongado,pt,paraphrase
t00015857,queda sem interrupções,pt,paraphrase
t00015858,queda direta,pt,paraphrase
t00015859,queda sem parar,pt,paraphrase
t00015860,queda desenfreada,pt,paraphrase
t00015861,queda vertiginosa,pt,paraphrase
t00015862,desenfrado,pt,paraphrase
t00015863,sem freio,pt,paraphrase
t00015864,queda sem auxílio para diminuir a velocidade,pt,paraphrase
t00015865,queda sem diminuição do vetor velocidade,pt,paraphrase
t00015866,abismo,pt,paraphrase
t00015867,despenhadeiro,pt,paraphrase
t00015868,despencar de valores,pt,paraphrase
t00015869,queda sem paraquedas,pt,paraphrase
t00015870,cair sem ajuda alguma,pt,paraphrase
t00015871,decadencia,pt,paraphrase
t00015872,falencia,pt,paraphrase
t00015873,queda longa,pt,paraphrase
t00015874,queda sem desaceleração,pt,paraphrase
t00015875,cair abruptamente,pt,paraphrase
t00015876,desabar,pt,paraphrase
t00015877,descida,pt,paraphrase
t00015878,salto livre,pt,paraphrase
t00015879,pulo,pt,paraphrase
t00015880,queda desequipado,pt,paraphrase
t00015881,quinto categoria,pt,expression
t00015882,categoria,pt,head
t00015883,quinta,pt,modifier
t00015884,medíocre,pt,paraphrase
t00015885,inferior,pt,paraphrase
t00015886,ruim,pt,paraphrase
t00015887,baixa qualidade,pt,paraphrase
t00015888,péssima qualidade,pt,paraphrase
t00015889,mal feito,pt,paraphrase
t00015890,má qualidade,pt,paraphrase
t00015891,vulgar,pt,paraphrase
t00015892,qualidade ruim,pt,paraphrase
t00015893,pessimo,pt,paraphrase
t00015894,baixa categoria,pt,paraphrase
t00015895,ralé,pt,paraphrase
t00015896,baixíssima qualidade,pt,paraphrase
t00015897,segunda mão,pt,paraphrase
t00015898,porcaria,pt,paraphrase
t00015899,péssimo,pt,paraphrase
t00015900,de pouca qualidade,pt,paraphrase
t00015901,horrível,pt,paraphrase
t00015902,insatisfatório,pt,paraphrase
t00015903,qualidade pobre,pt,paraphrase
t00015904,de má qualidade,pt,paraphrase
t00015905,pouca qualidade,pt,paraphrase
t00015906,miserável,pt,paraphrase
t00015907,indesejável,pt,paraphrase
t00015908,sem qualidade,pt,paraphrase
t00015909,baixo nível,pt,paraphrase
t00015910,categoria duvidosa,pt,paraphrase
t00015911,chinelo,pt,paraphrase
t00015912,de baixa qualidade,pt,paraphrase
t00015913,de má reputação,pt,paraphrase
t00015914,tosco,pt,paraphrase
t00015915,rede social,pt,expression
t00015916,rede,pt,head
t00015917,plataforma,pt,paraphrase
t00015918,rede de contatos,pt,paraphrase
t00015919,sites de relacionamento,pt,paraphrase
t00015920,rede,pt,paraphrase
t00015921,comunidades virtuais,pt,paraphrase
t00015922,site de relacionamento,pt,paraphrase
t00015923,rede de amizades,pt,paraphrase
t00015924,blog,pt,paraphrase
t00015925,microblog,pt,paraphrase
t00015926,comunidades na internet,pt,paraphrase
t00015927,comunidades online,pt,paraphrase
t00015928,redes de comunicação online,pt,paraphrase
t00015929,sites de interação,pt,paraphrase
t00015930,na internet,pt,paraphrase
t00015931,network social,pt,paraphrase
t00015932,social network,pt,paraphrase
t00015933,conexões virtuais,pt,paraphrase
t00015934,rede de relacionamento,pt,paraphrase
t00015935,social na internet,pt,paraphrase
t00015936,conexão social,pt,paraphrase
t00015937,relacionamento virtual,pt,paraphrase
t00015938,site de relacionamentos,pt,paraphrase
t00015939,website,pt,paraphrase
t00015940,mídia social,pt,paraphrase
t00015941,site,pt,paraphrase
t00015942,local de compartilhamento,pt,paraphrase
t00015943,local de entretenimento,pt,paraphrase
t00015944,rede de vivência,pt,paraphrase
t00015945,internet,pt,paraphrase
t00015946,malha social,pt,paraphrase
t00015947,teia social,pt,paraphrase
t00015948,website social,pt,paraphrase
t00015949,sites de amizades,pt,paraphrase
t00015950,conexões sociais,pt,paraphrase
t00015951,sites de comunicação social,pt,paraphrase
t00015952,estrutura social,pt,paraphrase
t00015953,organização social,pt,paraphrase
t00015954,redes de pessoas,pt,paraphrase
t00015955,conexão virtual entre pessoas,pt,paraphrase
t00015956,rede de pessoas,pt,paraphrase
t00015957,ambiente virtual para socializar,pt,paraphrase
t00015958,local virtual de socialização,pt,paraphrase
t00015959,grupo na internet,pt,paraphrase
t00015960,grupo virtual,pt,paraphrase
t00015961,facebook,pt,paraphrase
t00015962,regime político,pt,expression
t00015963,regime,pt,head
t00015964,político,pt,modifier
t00015965,sistema político,pt,paraphrase
t00015966,forma de governo,pt,paraphrase
t00015967,modo de governo,pt,paraphrase
t00015968,regime de governo,pt,paraphrase
t00015969,tipo de governo,pt,paraphrase
t00015970,regime governamental,pt,paraphrase
t00015971,política,pt,paraphrase
t00015972,organização política,pt,paraphrase
t00015973,constituição,pt,paraphrase
t00015974,regime,pt,paraphrase
t00015975,visão política,pt,paraphrase
t00015976,forma de governar,pt,paraphrase
t00015977,politica,pt,paraphrase
t00015978,administração,pt,paraphrase
t00015979,estrutura da ideologia política,pt,paraphrase
t00015980,metodologia politica,pt,paraphrase
t00015981,sistema de governo,pt,paraphrase
t00015982,organização do estado,pt,paraphrase
t00015983,organização da forma de governo,pt,paraphrase
t00015984,meio de governo,pt,paraphrase
t00015985,partido,pt,paraphrase
t00015986,doutrina política,pt,paraphrase
t00015987,campanha política,pt,paraphrase
t00015988,medidas políticas,pt,paraphrase
t00015989,tipo de organização do estado,pt,paraphrase
t00015990,modo de governar,pt,paraphrase
t00015991,domínio,pt,paraphrase
t00015992,regência,pt,paraphrase
t00015993,aristocracia,pt,paraphrase
t00015994,democracia,pt,paraphrase
t00015995,monarquia,pt,paraphrase
t00015996,oligarquia,pt,paraphrase
t00015997,modelo político,pt,paraphrase
t00015998,estratégia de governo,pt,paraphrase
t00015999,característica de governo,pt,paraphrase
t00016000,forma de regimento,pt,paraphrase
t00016001,estrutura política,pt,paraphrase
t00016002,relógio analógico,pt,expression
t00016003,relógio,pt,head
t00016004,analógico,pt,modifier
t00016005,relógio,pt,paraphrase
t00016006,relógio de ponteiro,pt,paraphrase
t00016007,relógio de ponteiros,pt,paraphrase
t00016008,relógio não digital,pt,paraphrase
t00016009,relógio mecânico,pt,paraphrase
t00016010,relógio antigo,pt,paraphrase
t00016011,relogio de ponteiro,pt,paraphrase
t00016012,marcador de tempo,pt,paraphrase
t00016013,cuco,pt,paraphrase
t00016014,relógio solar,pt,paraphrase
t00016015,relogio não digital,pt,paraphrase
t00016016,relogio comum,pt,paraphrase
t00016017,relogio antigo,pt,paraphrase
t00016018,timer analógico,pt,paraphrase
t00016019,relógio de pulso,pt,paraphrase
t00016020,relógio digital,pt,paraphrase
t00016021,relógio com ponteiros,pt,paraphrase
t00016022,relógio de parede,pt,paraphrase
t00016023,relógio que é analógico,pt,paraphrase
t00016024,horas,pt,paraphrase
t00016025,tempo,pt,paraphrase
t00016026,ponteiros,pt,paraphrase
t00016027,medidor de tempo,pt,paraphrase
t00016028,relógio clássico,pt,paraphrase
t00016029,relógio biológico,pt,expression
t00016030,biológico,pt,modifier
t00016031,biorritmo,pt,paraphrase
t00016032,ritmo,pt,paraphrase
t00016033,relógio interno,pt,paraphrase
t00016034,relógio do corpo,pt,paraphrase
t00016035,tempo biológico,pt,paraphrase
t00016036,função vital,pt,paraphrase
t00016037,mecanismo do corpo humano,pt,paraphrase
t00016038,ciclo biologico,pt,paraphrase
t00016039,tempo biologico,pt,paraphrase
t00016040,percepção humana de tempo,pt,paraphrase
t00016041,percepção temporal do corpo,pt,paraphrase
t00016042,tempo de vida,pt,paraphrase
t00016043,vitalidade,pt,paraphrase
t00016044,funcoes do cropo que são ditadas por condicoes e caracteristicas organicas,pt,paraphrase
t00016045,relogio do corpo humano,pt,paraphrase
t00016046,funcionamento fisiológico,pt,paraphrase
t00016047,ritmo fisiológico,pt,paraphrase
t00016048,cronômetro interno,pt,paraphrase
t00016049,mecânica do organismo,pt,paraphrase
t00016050,programação,pt,paraphrase
t00016051,ciclo circadiano,pt,paraphrase
t00016052,ritmo circadiano,pt,paraphrase
t00016053,processo humano,pt,paraphrase
t00016054,tempo de processo,pt,paraphrase
t00016055,tempo do organismo,pt,paraphrase
t00016056,comportamento fisiológico do organismo,pt,paraphrase
t00016057,relógio orgânico,pt,paraphrase
t00016058,ciclo biológico do sono,pt,paraphrase
t00016059,ciclo do sono,pt,paraphrase
t00016060,processo periódico biológico,pt,paraphrase
t00016061,horario de sono,pt,paraphrase
t00016062,sensação de passar do tempo,pt,paraphrase
t00016063,relógio corporal,pt,paraphrase
t00016064,relógio humano,pt,paraphrase
t00016065,despertador biológico,pt,paraphrase
t00016066,relógio natural,pt,paraphrase
t00016067,rotina biológica,pt,paraphrase
t00016068,rotina corporal,pt,paraphrase
t00016069,horário biológico,pt,paraphrase
t00016070,instinto,pt,paraphrase
t00016071,necessidade,pt,paraphrase
t00016072,metabolismo,pt,paraphrase
t00016073,ritmo de vida,pt,paraphrase
t00016074,chamado da natureza,pt,paraphrase
t00016075,ciclo natural,pt,paraphrase
t00016076,tempo do corpo,pt,paraphrase
t00016077,ciclo corporal,pt,paraphrase
t00016078,ciclo diário,pt,paraphrase
t00016079,controlador do metabolismo,pt,paraphrase
t00016080,bom senso biologico,pt,paraphrase
t00016081,medidor biologico,pt,paraphrase
t00016082,pontualidade natural,pt,paraphrase
t00016083,ciclo biológico,pt,paraphrase
t00016084,funcionamento intestinal,pt,paraphrase
t00016085,ciclo de processos fisiológicos,pt,paraphrase
t00016086,reta final,pt,expression
t00016087,reta,pt,head
t00016088,conclusão,pt,paraphrase
t00016089,fim,pt,paraphrase
t00016090,perto do fim,pt,paraphrase
t00016091,parte final,pt,paraphrase
t00016092,término,pt,paraphrase
t00016093,finaleira,pt,paraphrase
t00016094,chegada,pt,paraphrase
t00016095,desfecho,pt,paraphrase
t00016096,fim da linha,pt,paraphrase
t00016097,última etapa,pt,paraphrase
t00016098,etapa final,pt,paraphrase
t00016099,última parte,pt,paraphrase
t00016100,acabando,pt,paraphrase
t00016101,última fase,pt,paraphrase
t00016102,inicio do fim,pt,paraphrase
t00016103,termino,pt,paraphrase
t00016104,próximo do fim,pt,paraphrase
t00016105,últimos momentos,pt,paraphrase
t00016106,perto do término,pt,paraphrase
t00016107,quase acabando,pt,paraphrase
t00016108,conclusão da trajetória,pt,paraphrase
t00016109,finalera,pt,paraphrase
t00016110,parte do fim,pt,paraphrase
t00016111,momentos antes ão fim,pt,paraphrase
t00016112,momentos finais,pt,paraphrase
t00016113,linha de chegada,pt,paraphrase
t00016114,última reta,pt,paraphrase
t00016115,quase no fim,pt,paraphrase
t00016116,próximo ão fim,pt,paraphrase
t00016117,últimas etapas,pt,paraphrase
t00016118,fim esta proximo,pt,paraphrase
t00016119,proximo do fim,pt,paraphrase
t00016120,últimos instantes,pt,paraphrase
t00016121,fase final,pt,paraphrase
t00016122,ultima etapa,pt,paraphrase
t00016123,ultimo gás,pt,paraphrase
t00016124,começo do fim,pt,paraphrase
t00016125,fim de prazo,pt,paraphrase
t00016126,limite de tempo,pt,paraphrase
t00016127,útlima etapa,pt,paraphrase
t00016128,finalização,pt,paraphrase
t00016129,ponto de chegada,pt,paraphrase
t00016130,última chance,pt,paraphrase
t00016131,período final,pt,paraphrase
t00016132,tempos finais,pt,paraphrase
t00016133,roda gigante,pt,expression
t00016134,roda,pt,head
t00016135,gigante,pt,modifier
t00016136,Roda-gigante,pt,paraphrase
t00016137,roda,pt,paraphrase
t00016138,nora,pt,paraphrase
t00016139,roda panorâmica,pt,paraphrase
t00016140,grande roda,pt,paraphrase
t00016141,gira gira,pt,paraphrase
t00016142,roda grande,pt,paraphrase
t00016143,brinquedo infantil,pt,paraphrase
t00016144,equipamento para diversão,pt,paraphrase
t00016145,atração circular de parque,pt,paraphrase
t00016146,brinquedo circular de parque,pt,paraphrase
t00016147,rodão,pt,paraphrase
t00016148,brinquedo grande,pt,paraphrase
t00016149,brinquedo que roda,pt,paraphrase
t00016150,brinquedo giratório,pt,paraphrase
t00016151,roda enorme,pt,paraphrase
t00016152,atração grande em formato de roda,pt,paraphrase
t00016153,brinquedo de roda,pt,paraphrase
t00016154,brinquedo circular,pt,paraphrase
t00016155,brinquedo de um parque de diversões,pt,paraphrase
t00016156,roda grande que gira,pt,paraphrase
t00016157,entretenimento,pt,paraphrase
t00016158,brinquedo para diversão,pt,paraphrase
t00016159,circulo que gira,pt,paraphrase
t00016160,roda giratoria,pt,paraphrase
t00016161,atração do parque de diversões,pt,paraphrase
t00016162,carrossel,pt,paraphrase
t00016163,montanha russa,pt,paraphrase
t00016164,brinquedo gigante,pt,paraphrase
t00016165,roda para crianças,pt,paraphrase
t00016166,brinquedo de parques,pt,paraphrase
t00016167,brinquedo em parque de diversões,pt,paraphrase
t00016168,roda de parque de diversões,pt,paraphrase
t00016169,roda giratoria grande,pt,paraphrase
t00016170,roda panoramica,pt,paraphrase
t00016171,roda que gira,pt,paraphrase
t00016172,"brinquedo que é uma roda giratória muito grande, levando pessoas ão longo de sua circunferência",pt,paraphrase
t00016173,roleta russo,pt,expression
t00016174,roleta,pt,head
t00016175,risco,pt,paraphrase
t00016176,jogo de azar,pt,paraphrase
t00016177,roleta soviética,pt,paraphrase
t00016178,suicídio,pt,paraphrase
t00016179,loteria,pt,paraphrase
t00016180,aleatório,pt,paraphrase
t00016181,furdúncio,pt,paraphrase
t00016182,jogo de probabilidades,pt,paraphrase
t00016183,loucura,pt,paraphrase
t00016184,beco sem saida,pt,paraphrase
t00016185,vai ou racha,pt,paraphrase
t00016186,dúvida,pt,paraphrase
t00016187,surpresa,pt,paraphrase
t00016188,rifa,pt,paraphrase
t00016189,tiro pro alto,pt,paraphrase
t00016190,variedade,pt,paraphrase
t00016191,jogo da morte,pt,paraphrase
t00016192,roleta da morte,pt,paraphrase
t00016193,jogo de azar letal,pt,paraphrase
t00016194,aposta,pt,paraphrase
t00016195,aleatoriedade,pt,paraphrase
t00016196,alto risco,pt,paraphrase
t00016197,situação perigosa,pt,paraphrase
t00016198,jogo de sorte,pt,paraphrase
t00016199,evento aleatório,pt,paraphrase
t00016200,ao acaso,pt,paraphrase
t00016201,insanidade,pt,paraphrase
t00016202,maluquice,pt,paraphrase
t00016203,jogo arriscado de sorte,pt,paraphrase
t00016204,roleta da rússia,pt,paraphrase
t00016205,jogo mortal,pt,paraphrase
t00016206,testar a sorte,pt,paraphrase
t00016207,testar o acaso,pt,paraphrase
t00016208,na sorte,pt,paraphrase
t00016209,sem controle,pt,paraphrase
t00016210,brincar com fogo,pt,paraphrase
t00016211,evento imprevisível,pt,paraphrase
t00016212,mistura imprevisível,pt,paraphrase
t00016213,jogo de chances,pt,paraphrase
t00016214,roleta de chances,pt,paraphrase
t00016215,aposta arriscada,pt,paraphrase
t00016216,jogo arriscado,pt,paraphrase
t00016217,teste de risco,pt,paraphrase
t00016218,saia justo,pt,expression
t00016219,saia,pt,head
t00016220,justa,pt,modifier
t00016221,constrangimento,pt,paraphrase
t00016222,embaraço,pt,paraphrase
t00016223,situação constrangedora,pt,paraphrase
t00016224,situação embaraçosa,pt,paraphrase
t00016225,vergonha,pt,paraphrase
t00016226,enrascada,pt,paraphrase
t00016227,situação desconfortável,pt,paraphrase
t00016228,situação vergonhosa,pt,paraphrase
t00016229,cilada,pt,paraphrase
t00016230,decisão difícil,pt,paraphrase
t00016231,situação inconveniente,pt,paraphrase
t00016232,difícil decisão,pt,paraphrase
t00016233,opções ruins,pt,paraphrase
t00016234,pente fino,pt,paraphrase
t00016235,situação chata,pt,paraphrase
t00016236,situação constangedora,pt,paraphrase
t00016237,em duvida,pt,paraphrase
t00016238,situação,pt,paraphrase
t00016239,dificuldade em andar (porque a saia é muito justa),pt,paraphrase
t00016240,"dificuldade, vergonha, timidez, situação delicada",pt,paraphrase
t00016241,ocasião embaraçosa,pt,paraphrase
t00016242,corda bamba,pt,paraphrase
t00016243,embaraçamento,pt,paraphrase
t00016244,sala cirúrgico,pt,expression
t00016245,sala,pt,head
t00016246,cirúrgica,pt,modifier
t00016247,quirófano,pt,paraphrase
t00016248,operatório,pt,paraphrase
t00016249,sala de cirurgia,pt,paraphrase
t00016250,sala de operação,pt,paraphrase
t00016251,sala de operações,pt,paraphrase
t00016252,sala,pt,paraphrase
t00016253,sala para cirurgias,pt,paraphrase
t00016254,local de cirurgia,pt,paraphrase
t00016255,ambulatório,pt,paraphrase
t00016256,sala de cirugia,pt,paraphrase
t00016257,ambiente de cirurgia,pt,paraphrase
t00016258,local que ocorre cirurgia,pt,paraphrase
t00016259,sala para cirurgia,pt,paraphrase
t00016260,lugar de cirurgias,pt,paraphrase
t00016261,cirurgia,pt,paraphrase
t00016262,compartimento de cirurgia,pt,paraphrase
t00016263,local a ser realizado cirurgias,pt,paraphrase
t00016264,sala de operações cirúrgicas,pt,paraphrase
t00016265,sala esterilizada,pt,paraphrase
t00016266,ala cirúrgica,pt,paraphrase
t00016267,quarto cirúrgico,pt,paraphrase
t00016268,centro de cirurgias,pt,paraphrase
t00016269,local de médicos,pt,paraphrase
t00016270,consultório cirúrgico,pt,paraphrase
t00016271,medicina,pt,paraphrase
t00016272,lugar de intervençoes medicas,pt,paraphrase
t00016273,lugar de operaçoes,pt,paraphrase
t00016274,sala onde são realizadas cirurgias,pt,paraphrase
t00016275,mesa de operações,pt,paraphrase
t00016276,sala asséptica,pt,paraphrase
t00016277,bloco cirúrgico,pt,paraphrase
t00016278,onde se faz cirurgia,pt,paraphrase
t00016279,salas de cirurgia,pt,paraphrase
t00016280,sala hospitalar,pt,paraphrase
t00016281,comodo operatório,pt,paraphrase
t00016282,lugar para operações,pt,paraphrase
t00016283,salão paroquial,pt,expression
t00016284,salão,pt,head
t00016285,paroquial,pt,modifier
t00016286,salão,pt,paraphrase
t00016287,auditório,pt,paraphrase
t00016288,salão da igreja,pt,paraphrase
t00016289,paróquia,pt,paraphrase
t00016290,salão da paróquia,pt,paraphrase
t00016291,salão de festas da igreja,pt,paraphrase
t00016292,salão de festas,pt,paraphrase
t00016293,paroquia,pt,paraphrase
t00016294,pavilhão,pt,paraphrase
t00016295,salão pertencente a paróquia,pt,paraphrase
t00016296,salão provinciano,pt,paraphrase
t00016297,sede da paróquia,pt,paraphrase
t00016298,salão comunal,pt,paraphrase
t00016299,salão religioso,pt,paraphrase
t00016300,administração da paróquia,pt,paraphrase
t00016301,sala administrativa da igreja,pt,paraphrase
t00016302,auditório paroquial,pt,paraphrase
t00016303,sala paroquial,pt,paraphrase
t00016304,local de encontro informal dos fiéis,pt,paraphrase
t00016305,salão de eventos da igreja,pt,paraphrase
t00016306,centro de eventos paroquial,pt,paraphrase
t00016307,ambiente festivo pastoril,pt,paraphrase
t00016308,salão de igreja,pt,paraphrase
t00016309,salão canonico,pt,paraphrase
t00016310,salão da paroquia,pt,paraphrase
t00016311,sangue azul,pt,expression
t00016312,azul,pt,modifier
t00016313,nobreza,pt,paraphrase
t00016314,realeza,pt,paraphrase
t00016315,sangue real,pt,paraphrase
t00016316,riqueza,pt,paraphrase
t00016317,liderança,pt,paraphrase
t00016318,superior,pt,paraphrase
t00016319,real,pt,paraphrase
t00016320,espirito nobre,pt,paraphrase
t00016321,sangue fino,pt,paraphrase
t00016322,distinção,pt,paraphrase
t00016323,veia azul,pt,paraphrase
t00016324,sangue de alguém que pertence a realeza,pt,paraphrase
t00016325,aptidude a relação humana,pt,paraphrase
t00016326,aptitude a liderança,pt,paraphrase
t00016327,de origem nobre,pt,paraphrase
t00016328,torcedor do gremista,pt,paraphrase
t00016329,alguém da mais alta classe,pt,paraphrase
t00016330,membro da realeza,pt,paraphrase
t00016331,herança real,pt,paraphrase
t00016332,ligação com a realeza,pt,paraphrase
t00016333,majestade,pt,paraphrase
t00016334,oriundo de família nobre,pt,paraphrase
t00016335,nobilidade,pt,paraphrase
t00016336,sangue de realeza,pt,paraphrase
t00016337,sangue da nobreza,pt,paraphrase
t00016338,sangue frio,pt,expression
t00016339,calma,pt,paraphrase
t00016340,frieza,pt,paraphrase
t00016341,sem piedade,pt,paraphrase
t00016342,cruel,pt,paraphrase
t00016343,sem emoção,pt,paraphrase
t00016344,sem remorso,pt,paraphrase
t00016345,calmo,pt,paraphrase
t00016346,brutalmente,pt,paraphrase
t00016347,calmamente,pt,paraphrase
t00016348,friamente,pt,paraphrase
t00016349,sem dó,pt,paraphrase
t00016350,impiedoso,pt,paraphrase
t00016351,sem pena,pt,paraphrase
t00016352,premeditado,pt,paraphrase
t00016353,com indiferença,pt,paraphrase
t00016354,insensivelmente,pt,paraphrase
t00016355,lógico,pt,paraphrase
t00016356,alto controle emocional,pt,paraphrase
t00016357,sem emoções,pt,paraphrase
t00016358,impiedosamente,pt,paraphrase
t00016359,tranquilo,pt,paraphrase
t00016360,sem hesitação,pt,paraphrase
t00016361,sem medo,pt,paraphrase
t00016362,precisão,pt,paraphrase
t00016363,sem achar errado,pt,paraphrase
t00016364,sem arrependimentos,pt,paraphrase
t00016365,não se preocupa com nada,pt,paraphrase
t00016366,sem sentimentos,pt,paraphrase
t00016367,serenidade,pt,paraphrase
t00016368,sobriedade,pt,paraphrase
t00016369,indiferente,pt,paraphrase
t00016370,inconsequente,pt,paraphrase
t00016371,sem misericórdia,pt,paraphrase
t00016372,tranquilamente,pt,paraphrase
t00016373,planejado,pt,paraphrase
t00016374,de modo sumário,pt,paraphrase
t00016375,sem remorsos,pt,paraphrase
t00016376,sangue quente,pt,expression
t00016377,impetuoso,pt,paraphrase
t00016378,impulsivo,pt,paraphrase
t00016379,raivoso,pt,paraphrase
t00016380,temperamento forte,pt,paraphrase
t00016381,passional,pt,paraphrase
t00016382,audaz,pt,paraphrase
t00016383,destemido,pt,paraphrase
t00016384,ímpeto,pt,paraphrase
t00016385,ousado,pt,paraphrase
t00016386,afetivo,pt,paraphrase
t00016387,estourado,pt,paraphrase
t00016388,agitado,pt,paraphrase
t00016389,com raiva,pt,paraphrase
t00016390,emoções à flor da pele,pt,paraphrase
t00016391,temperamento esquentado,pt,paraphrase
t00016392,alterado,pt,paraphrase
t00016393,enérgico,pt,paraphrase
t00016394,personalidade forte,pt,paraphrase
t00016395,que se irrita facilmente,pt,paraphrase
t00016396,emotivo,pt,paraphrase
t00016397,levado pelos sentimentos ão invés de a razão,pt,paraphrase
t00016398,transtornado,pt,paraphrase
t00016399,pessoa nervosa,pt,paraphrase
t00016400,pessoa sem autocontrole,pt,paraphrase
t00016401,arretado,pt,paraphrase
t00016402,caloroso,pt,paraphrase
t00016403,sangue nos olhos,pt,paraphrase
t00016404,ardente,pt,paraphrase
t00016405,ser emotivo,pt,paraphrase
t00016406,ser nervoso,pt,paraphrase
t00016407,não racional,pt,paraphrase
t00016408,pavil curto,pt,paraphrase
t00016409,paixão,pt,paraphrase
t00016410,temperamento,pt,paraphrase
t00016411,enervado,pt,paraphrase
t00016412,enraivecido,pt,paraphrase
t00016413,fúria,pt,paraphrase
t00016414,secretário eletrônico,pt,expression
t00016415,secretária,pt,head
t00016416,eletrônica,pt,modifier
t00016417,atendedor,pt,paraphrase
t00016418,secretária digital,pt,paraphrase
t00016419,automação,pt,paraphrase
t00016420,telefone,pt,paraphrase
t00016421,resposta automática,pt,paraphrase
t00016422,atendedor automático,pt,paraphrase
t00016423,atendedor de chamadas,pt,paraphrase
t00016424,aparelho eletronico que funciona como uma secretaria,pt,paraphrase
t00016425,secretaria virtual,pt,paraphrase
t00016426,função do telefone que guarda recados,pt,paraphrase
t00016427,caixa postal do telefone,pt,paraphrase
t00016428,caixa postal eletronica,pt,paraphrase
t00016429,agenda de recados,pt,paraphrase
t00016430,secretária virtual,pt,paraphrase
t00016431,auto respondedor,pt,paraphrase
t00016432,porta voz de tomada,pt,paraphrase
t00016433,máquina que arquiva recados telefonicos,pt,paraphrase
t00016434,máquina que atende telefones automaticamente,pt,paraphrase
t00016435,caixa postal de voz,pt,paraphrase
t00016436,correio de voz,pt,paraphrase
t00016437,robo,pt,paraphrase
t00016438,robô,pt,paraphrase
t00016439,caixa de mensagem,pt,paraphrase
t00016440,mensagem automatica,pt,paraphrase
t00016441,máquina de respostas,pt,paraphrase
t00016442,caixa de menssagens,pt,paraphrase
t00016443,caixa postal,pt,paraphrase
t00016444,mensagens de voz,pt,paraphrase
t00016445,caixa de mensagens,pt,paraphrase
t00016446,mensagem de voz,pt,paraphrase
t00016447,gravador de chamadas perdidas,pt,paraphrase
t00016448,recebedor de mensagens,pt,paraphrase
t00016449,atendente automatizada,pt,paraphrase
t00016450,secretaria automática,pt,paraphrase
t00016451,gravadas,pt,paraphrase
t00016452,gravador de mensagens telefônicas,pt,paraphrase
t00016453,atendedor telefônico,pt,paraphrase
t00016454,segundo intenção,pt,expression
t00016455,intenções,pt,head
t00016456,segundas,pt,modifier
t00016457,intencionalmente,pt,paraphrase
t00016458,ulterior,pt,paraphrase
t00016459,intenções maliciosas,pt,paraphrase
t00016460,outras intenções,pt,paraphrase
t00016461,interesse,pt,paraphrase
t00016462,objetivos ocultos,pt,paraphrase
t00016463,intenções ocultas,pt,paraphrase
t00016464,má fé,pt,paraphrase
t00016465,não revelado,pt,paraphrase
t00016466,intenções libidinosas,pt,paraphrase
t00016467,tramando algo,pt,paraphrase
t00016468,intenções não muito claras,pt,paraphrase
t00016469,intenções não objetivas,pt,paraphrase
t00016470,intenções obscuras,pt,paraphrase
t00016471,motivos secundários,pt,paraphrase
t00016472,motivos ulteriores,pt,paraphrase
t00016473,motivações escusas,pt,paraphrase
t00016474,dúbias intenções,pt,paraphrase
t00016475,intenções dúbias,pt,paraphrase
t00016476,interesses,pt,paraphrase
t00016477,outros interesses,pt,paraphrase
t00016478,intenções sexuais,pt,paraphrase
t00016479,motivações ulteriores,pt,paraphrase
t00016480,safadeza,pt,paraphrase
